index,Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference,full_address,lat,lng
263,1257711,NEW YORK,RW,341,838810,HACHI ENTERPRISES INC,CLAW DADDY'S,185 ORCHARD ST,,NEW YORK,NY,10002,01/28/2019,01/31/2021,RESTAURANT SERVING BEER CIDER & WINE,"CB3 Stips: M-Th 5pm-10pm, F 5pm-11pm, Sa 12pm-11pm & Su 12pm-10pm ","Recorded Background Music; Unamplified DJ Music F-Sa; No promoted events, scheduled performances or cover fees",POINT(-73.988501 40.722087),"185 ORCHARD ST, NEW YORK, NY 10002",40.722087,-73.988501
266,1309703,NEW YORK,TW,344,883082,GVI RIVERSIDE LLC,VIN SUR VINGT,100 RIVERSIDE BLVD,UNIT 2,NEW YORK,NY,10069,07/13/2018,06/30/2020,"BAR/TAVERN SERVING WINE , BEER AND CIDER",,,POINT(-73.989549 40.775729),"100 RIVERSIDE BLVD, NEW YORK, NY 10069",40.775729,-73.989549
269,1277192,NEW YORK,OP,252,899219,BURGER & LOBSTER FLATIRON LLC,BURGER & LOBSTER,39 W 19TH ST,,NEW YORK,NY,10011,11/05/2018,11/30/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER","M-Th 12 PM - 12 AM, Su 8 AM - 12 AM, F 12 PM - 1 AM Sa 8AM - 1 AM ","Recorded music, No Sidewalk Cafe",POINT(-73.993375 40.740149),"39 W 19TH ST, NEW YORK, NY 10011",40.740149,-73.993375
270,1024394,NEW YORK,OP,252,900903,TWO AND EIGHT GOURMET LTD,DALLAS BBQ,132 2ND AVENUE,,NEW YORK,NY,10003,01/16/2019,01/31/2021,"RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",,,POINT(-73.987355 40.72862),"132 2ND AVENUE, NEW YORK, NY 10003",40.72862,-73.987355
271,1304347,NEW YORK,OP,252,888733,325 FIFTH NYC INC,DON'S BOGAM GREEN,3 5 W 36TH ST ,,NEW YORK,NY,10018,04/11/2019,03/31/2021,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,CB 5 Stips: 11am-1am Su-Wed; 11am-2am Th-Sat,CB 5 Stips: Recorded music only. No outside cafe. No bottle service/unlimited drink. 2 TV monitors max,POINT(-73.984178 40.750163),"3 5 W 36TH ST , NEW YORK, NY 10018",40.750163,-73.984178
276,1176181,NEW YORK,HL,242,892826,SHERATON LICENSE  OP. CO. LLC HST LESSEE SNYT LLC,SHERATON NEW YORK HOTEL TOWERS,801 819 7TH AVE,52ND & 53RD STREETS,NEW YORK,NY,10019,06/21/2018,06/30/2020,HOTEL SERVING BEER WINE CIDER AND LIQUOR,Add bar: 1st Floor club lounge area ,,POINT(-73.981447 40.762384),"801 819 7TH AVE, NEW YORK, NY 10019",40.762384,-73.981447
278,1104551,NEW YORK,EB,141,899609,COFFIELD INC,CAFE CELLO,48 WEST 46TH STREET,6TH AVENUE & 46TH STREET,NEW YORK,NY,10036,05/02/2018,05/31/2021,RESTAURANT SERVING BEER AND CIDER,,,POINT(-73.981207 40.756723),"48 WEST 46TH STREET, NEW YORK, NY 10036",40.756723,-73.981207
286,1296281,NEW YORK,OP,252,893736,VINYL ENTERTAINMENT INC,THE VNYL,100 3RD AVE,,NEW YORK,NY,10003,07/26/2018,07/31/2020,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,CB stips: Hours 10am-2am Su-W 10am-3am Th-Sa; Happy Hr ends at 8pm ,Recorded/DJ music,POINT(-73.988161 40.732508),"100 3RD AVE, NEW YORK, NY 10003",40.732508,-73.988161
291,1252377,NEW YORK,OP,252,905464,132 MULBERRY INC,UMBERTOS CLAM HOUSE,132 138 MULBERRY ST,,NEW YORK,NY,10013,04/25/2019,04/30/2021,RESTAURANT SERVING BEER CIDER WINE & LIQUOR,SIDEWALK CAFE PERMITTED FOR MULBERRY ST MALL/SAN GENNARO FEAST 2016 ONLY,,POINT(-73.997439 40.718506),"132 138 MULBERRY ST, NEW YORK, NY 10013",40.718506,-73.997439
293,1028964,NEW YORK,RW,341,838782,AND ANOTHER ONE INC,IL POSTO CANTO,190 E 2ND ST,,NEW YORK,NY,10009,01/24/2019,01/31/2021,"RESTAURANT SERVING BEER, WINE, & CIDER ONLY",,,POINT(-73.983954 40.722472),"190 E 2ND ST, NEW YORK, NY 10009",40.722472,-73.983954
301,1164486,NEW YORK,L,222,893161,JEAN LUC'S WINES LLC,LE DU'S WINES,600 WASHINGTON STREET,MORTON & LEROY,NEW YORK,NY,10014,08/10/2017,08/31/2020,LIQUOR STORE SELLING WINES AND LIQUORS,,,POINT(-74.009282 40.730818),"600 WASHINGTON STREET, NEW YORK, NY 10014",40.730818,-74.009282
303,1209258,NEW YORK,OP,252,900068,BETA CLINTON CORP,DONNYBROOK,37 39 CLINTON STREET,COR OFSTANTON & CLINTON STS,NEW YORK,NY,10002,12/11/2018,11/30/2020,"TAVERN SERVING BEER, WINE, LIQUOR, & CIDER",,,POINT(-73.984703 40.720083),"37 39 CLINTON STREET, NEW YORK, NY 10002",40.720083,-73.984703
309,1022468,NEW YORK,CL,243,902439,LINKS CLUB INC,THE LINKS,36 E 62ND ST,,NEW YORK,NY,10065,02/25/2019,02/28/2021,CLUB SERVING BEER WINE AND LIQUOR CIDER,,Members only - not open to the public,POINT(-73.969593 40.76502),"36 E 62ND ST, NEW YORK, NY 10065",40.76502,-73.969593
312,1311406,NEW YORK,TW,344,883360,PBNYC 2 CORP,BACK POCKET BAR NYC,462 W 49TH ST,,NEW YORK,NY,10019,09/27/2018,08/31/2020,"BAR/TAVERN SERVING WINE, BEER AND CIDER",CB4 Stips: Su-Th 4pm-12:30am; Fr-Sa 4pm-1:30am,CB4 Stips: Backround Music Only,POINT(-73.992029 40.763847),"462 W 49TH ST, NEW YORK, NY 10019",40.763847,-73.992029
314,1234392,NEW YORK,AW,122,554435,MUJIBUR RAHMAN,VILLAGE CONVENIENCE ,124 2ND AVENUE,,NEW YORK,NY,10003,07/22/2019,08/31/2020,GROCERY STORE SELLING WINE PRODUCTS,,,POINT(-73.987566 40.728139),"124 2ND AVENUE, NEW YORK, NY 10003",40.728139,-73.987566
315,1023842,NEW YORK,L,222,896559,KO LIQUORS INC,PARK EAST LIQUORS,1657 YORK AVE,,NEW YORK,NY,10128,01/30/2018,02/28/2021,LIQUOR STORE SELLING LIQUOR AND WINE,,,POINT(-73.946809 40.776814),"1657 YORK AVE, NEW YORK, NY 10128",40.776814,-73.946809
318,1310141,NEW YORK,OP,252,887625,EL SAN JUAN CITY ISLAND ON 5TH AVE LLC,,1429 5TH AVE,,NEW YORK,NY,10035,07/02/2018,06/30/2020,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR ,FB Stips:  Sun-Sat: Close 1am ,"FB Stips:  Recorded music allowed; No DJ, No Karaoke, No Promoters, No Live music ",POINT(-73.945751 40.801048),"1429 5TH AVE, NEW YORK, NY 10035",40.801048,-73.945751
320,1277495,NEW YORK,OP,252,906446,GAB K LLC,GABRIEL KREUTHER,1114 AVENUE OF THE AMERICAS,GROUND FLOOR SUITE 0100,NEW YORK,NY,10110,05/28/2019,05/31/2021,RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,,,POINT(-73.982675 40.754689),"1114 AVENUE OF THE AMERICAS, NEW YORK, NY 10110",40.754689,-73.982675
322,1312090,NEW YORK,RW,341,830714,PUSHCART COFFEE PETERS FIELD LLC,CITIZENS OF GRAMERCY,362 2ND AVE,FRONT #1,NEW YORK,NY,10010,02/21/2019,01/31/2021,"RESTAURANT SERVING WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,POINT(-73.981376 40.736773),"362 2ND AVE, NEW YORK, NY 10010",40.736773,-73.981376
323,1269420,NEW YORK,VL,240,900377,MARCO POLO CRUISES INC,HALF MOON,2430 FDR DR EAST SERVICE RD,,NEW YORK,NY,10010,12/19/2018,12/31/2020,"VESSEL SERVING LIQUOR, WINE, CIDER & BEER",,RECORED MUSIC AND DANCING PERMITTED,POINT(-73.973874 40.735285),"2430 FDR DR EAST SERVICE RD, NEW YORK, NY 10010",40.735285,-73.973874
326,1295007,NEW YORK,OP,252,899324,WHITMANS WESTSIDE LLC,WHITMANS,500 W 30TH ST,,NEW YORK,NY,10001,11/08/2018,11/30/2020,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,CB #4 stips: Hours SuM 10am-12am; Tu 10am-1am; W-Sa 10am-2am; Background music only,Recorded music,POINT(-74.001536 40.75193),"500 W 30TH ST, NEW YORK, NY 10001",40.75193,-74.001536
327,1210031,NEW YORK,L,222,900239,WEST 54 LIQUORS LLC,,453 W 54TH ST,CNR-10TH AVE,NEW YORK,NY,10019,05/22/2018,05/31/2021,LIQUOR STORE SELLING LIQUOR AND WINE,"M-SA 10AM - 11PM, SU 12PM - 6PM",,POINT(-73.989583 40.767162),"453 W 54TH ST, NEW YORK, NY 10019",40.767162,-73.989583
330,1280727,NEW YORK,OP,252,899771,PROPER CITY LLC,PROPER WEST,54 W 39TH ST,,NEW YORK,NY,10018,11/29/2018,11/30/2020,"RESTAURANT SERVING LIQUOR, BEER, WINE, & CIDER",CB #5 stip: Hours 11am-2am Sun-Thurs; 11:00am-4am Fri & Sat,Recorded and DJ music,POINT(-73.98477 40.752374),"54 W 39TH ST, NEW YORK, NY 10018",40.752374,-73.98477
333,1295732,NEW YORK,HL,242,902906,444 TENTH F&B LLC,THE HUDSON BAR ROOM,444 10TH AVE,,NEW YORK,NY,10001,03/04/2019,01/31/2021,"HOTEL SERVING BEER, CIDER, WINE AND LIQUOR",CB 4 Stips:  Hours 6:30 am - 2am Daily,Recorded Music,POINT(-73.998443 40.754986),"444 10TH AVE, NEW YORK, NY 10001",40.754986,-73.998443
334,1286356,NEW YORK,OP,252,906082,PARM BATTERY PARK LLC,PARM,250 VESEY ST,SEE NOTES,NEW YORK,NY,10281,05/16/2019,05/31/2021,RESTAURANT SERVING BEER CIDER WINE & LIQUOR ,CB1 Stips: 11am-12am M-Fr & 11am-1am Sa & Su ,Recorded Music ,POINT(-74.015875 40.713987),"250 VESEY ST, NEW YORK, NY 10281",40.713987,-74.015875
335,1220142,NEW YORK,OP,252,902776,CAPITAL GRILLE HOLDINGS INC,THE CAPITAL GRILLE #8038,120 W 51ST STREET,51ST STREET AND 6TH AVENUE,NEW YORK,NY,10020,03/01/2019,03/31/2021,RESTAURANT SERVING LIQUOR WINE CIDER & BEER,,,POINT(-73.98112 40.760624),"120 W 51ST STREET, NEW YORK, NY 10020",40.760624,-73.98112
341,1022454,NEW YORK,CL,243,903461,CLUB METROPOLITAN INC,,146 W 57TH STREET,,NEW YORK,NY,10019,03/13/2019,03/31/2021,CLUB RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,,Members only - not open to the public,POINT(-73.979242 40.76481),"146 W 57TH STREET, NEW YORK, NY 10019",40.76481,-73.979242
342,1023354,NEW YORK,HL,242,906596,CDL WEST 45TH STREET LLC & M&C HOTEL INTERESTS INC,MILLENNIUM BROADWAY HOTEL NY & THEPREMIER HOTEL NY,136 150 W 45TH STREET,133 153 W 44TH STREET,NEW YORK,NY,10019,05/30/2019,05/31/2021,"HOTEL TAVERN RESTAURANT SERVING CIDER BEER, CIDER WINE AND LIQUOR",,,POINT(-73.981789 40.761697),"136 150 W 45TH STREET, NEW YORK, NY 10019",40.761697,-73.981789
343,1278444,NEW YORK,OP,252,891849,RAINBOW ROOM LLC,RAINBOW ROOM,30 ROCKEFELLER PLAZA,65TH FLOOR,NEW YORK,NY,10112,05/15/2018,06/30/2020,"RESTAURANT SERVING LIQUOR, BEER, WINE, & CIDER",,,POINT(-73.979596 40.75914),"30 ROCKEFELLER PLAZA, NEW YORK, NY 10112",40.75914,-73.979596
344,1295810,NEW YORK,CT,246,897688,CONVENE 237 PARK AVENUE LLC,CONVENE ,237 PARK AVE,,NEW YORK,NY,10017,09/27/2018,09/30/2020,CATERER SERVING LIQUOR WINE BEER AND CIDER,,No Dancing,POINT(-73.974966 40.753912),"237 PARK AVE, NEW YORK, NY 10017",40.753912,-73.974966
346,1279904,NEW YORK,OP,252,901222,PHILLIPS 35 INC,FRIEDMAN'S,450 10TH AVE,,NEW YORK,NY,10018,01/25/2019,01/31/2021,"RESTAURANT SERVING BEER, WINE, CIDER & LIQUOR",CLOSING AT 11PM EACH NIGHT,"Recorded Music, No sidewalk cafe ",POINT(-73.998287 40.755224),"450 10TH AVE, NEW YORK, NY 10018",40.755224,-73.998287
347,1028585,NEW YORK,RL,241,902537,FIORELLOS ROMAN CAFE INC,FIORELLOS ROMAN CAFE,1900 BROADWAY,,NEW YORK,NY,10023,02/26/2019,02/28/2021,"RESTAURANT SERVING LIQUOR, WINE, CIDER & BEER",,,POINT(-73.98151 40.77165),"1900 BROADWAY, NEW YORK, NY 10023",40.77165,-73.98151
348,1293359,NEW YORK,OP,252,892743,HOST RG 54 LLC,BILL'S,57 E 54TH ST,,NEW YORK,NY,10022,06/19/2018,06/30/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR & CIDER",,Recorded Background Music Only,POINT(-73.972971 40.76022),"57 E 54TH ST, NEW YORK, NY 10022",40.76022,-73.972971
350,1313454,NEW YORK,RW,341,830649,HENG XING GROUP INC,,50 3RD AVE ,R2/STORE #2,NEW YORK,NY,10003,12/19/2018,11/30/2020,"RESTAURANT SERVING WINE, BEER AND CIDER",CB3 Stips: 11:00AM-12:00AM All Days," Ambient recorded background music; No DJs; No Live Music or Promoter Events; No happy hours, pub crawls or party buses; No Dancing; No Sidewalk Cafe",POINT(-73.989214 40.731029),"50 3RD AVE , NEW YORK, NY 10003",40.731029,-73.989214
353,1277322,NEW YORK,OP,252,898620,KO EP LLC,MOMOFUKU KO,8 EXTRA PL,AKA 4-8 EXTRA PL AKA 22 E 1ST ,NEW YORK,NY,10003,10/12/2018,10/31/2020,RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,12pm to 12am  Sun  Wed.  12pm to 1am Thurs  Sat,"No commercial use of outdoor space. Ambient recorded background music only.  No DJ, Live music, promoted events or events with cover charge.  No pub/bar crawls, party buses, happy hour or wait lines outside.",POINT(-73.991198 40.724742),"8 EXTRA PL, NEW YORK, NY 10003",40.724742,-73.991198
358,1025292,NEW YORK,OP,252,892907,GIGINO INC,GIGINO,323 GREENWICH STREET,,NEW YORK,NY,10013,06/25/2018,06/30/2020,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,,,POINT(-74.01044 40.717315),"323 GREENWICH STREET, NEW YORK, NY 10013",40.717315,-74.01044
364,1028537,NEW YORK,RL,241,902280,RODNEY DANGERFIELD INC,DANGERFIELDS,1118 1ST AVENUE,,NEW YORK,NY,10021,02/21/2019,02/28/2021,RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,,,POINT(-73.96059 40.761002),"1118 1ST AVENUE, NEW YORK, NY 10021",40.761002,-73.96059
368,1252840,NEW YORK,OP,252,905843,TPMJV BAR & REST CORP,VALHALLA,815 9TH AVE,,NEW YORK,NY,10019,05/09/2019,05/31/2021,RESTAURANT SERVING LIQUOR BEER CIDER AND WINE,,,POINT(-73.987446 40.765994),"815 9TH AVE, NEW YORK, NY 10019",40.765994,-73.987446
373,1156431,NEW YORK,RW,341,835947,PTM 44TH RESTAURANT CORP,FLAME COFFEE SHOP,67 W 44TH ST,5TH & 6TH AVES,NEW YORK,NY,10036,12/06/2018,12/31/2020,"RESTAURANT SERVING WINE, BEER, & CIDER ONLY",,,POINT(-73.982685 40.756149),"67 W 44TH ST, NEW YORK, NY 10036",40.756149,-73.982685
378,1290929,NEW YORK,RW,341,835419,EAST HARLEM BOTTLING CO LLC,,1711 LEXINGTON AVE,,NEW YORK,NY,10029,06/20/2018,07/31/2020,RESTAURANT SERVING WINE CIDER AND BEER,CB11 Stips: 8am to 4am Sunday through Saturday,"Recorded Music, No Dancing, Sidewalk cafe to cease serving 10 pm-close at 11 pm",POINT(-73.945502 40.79292),"1711 LEXINGTON AVE, NEW YORK, NY 10029",40.79292,-73.945502
382,1027517,NEW YORK,OP,252,902039,112 FRENCH INC,LE MONDE,2883 87 BROADWAY,,NEW YORK,NY,10025,02/15/2019,02/28/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,POINT(-73.966013 40.805859),"2883 87 BROADWAY, NEW YORK, NY 10025",40.805859,-73.966013
385,1284054,NEW YORK,OP,252,905903,OFFICE HO JONOT LLC,LES ENFANTS DE BOHEME,16 20 JEFFERSON ST,(AKA173 177 HENRY ST) STORE2  ,NEW YORK,NY,10002,05/10/2019,05/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,Su-Th 7:30am - 2am; 7:30am - 3am Fr/Sa,See Rider.,POINT(-73.988784 40.713681),"16 20 JEFFERSON ST, NEW YORK, NY 10002",40.713681,-73.988784
386,1034200,NEW YORK,TL,252,902338,COMIC STRIP PROMOTIONS INC,THE COMIC STRIP,1568 2ND AVENUE,,NEW YORK,NY,10028,02/22/2019,02/28/2021,TAVERN SERVING BEER CIDER WINE AND LIQUOR,,,POINT(-73.953567 40.774811),"1568 2ND AVENUE, NEW YORK, NY 10028",40.774811,-73.953567
388,1105874,NEW YORK,RW,341,838705,SAFI-G INC,CAFE BUON GUSTO,236 E 77TH ST,,NEW YORK,NY,10075,01/16/2019,01/31/2021,RESTAURANT SERVING WINE CIDER AND BEER CIDER,,,POINT(-73.957143 40.772287),"236 E 77TH ST, NEW YORK, NY 10075",40.772287,-73.957143
389,1311479,NEW YORK,OP,252,888081,VARDAN VENTURES INC,PIZZA PLUS,4 SOUTH ST ,# 206,NEW YORK,NY,10004,10/17/2018,09/30/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,POINT(-74.013041 40.70101),"4 SOUTH ST , NEW YORK, NY 10004",40.70101,-74.013041
392,1028512,NEW YORK,RL,241,902250,"MUSEUM OF MODERN ART AND ART FOOD LLC, THE",,11 W 53RD STREET,,NEW YORK,NY,10019,02/21/2019,02/28/2021,"TAVERN - RESTAURANT SERVING LIQUOR, WINE, CIDER AND BEER",,,POINT(-73.977011 40.761186),"11 W 53RD STREET, NEW YORK, NY 10019",40.761186,-73.977011
395,1311642,NEW YORK,RW,341,830571,1601 DOMINICAN VALLE RESTAURANT CORP,,1601 SAINT NICHOLAS AVE,,NEW YORK,NY,10040,10/16/2018,09/30/2020,"RESTAURANT SERVING WINE, BEER AND CIDER",,Recorded Music Permitted; No Dancing; No Sidewalk Cafe ,POINT(-73.929823 40.855258),"1601 SAINT NICHOLAS AVE, NEW YORK, NY 10040",40.855258,-73.929823
400,1262904,NEW YORK,OP,252,892732,KAZO INC,PIERRE LOTI,300 1/2 E 52ND ST,,NEW YORK,NY,10022,06/19/2018,06/30/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",CLOSING 2AM EVERY NIGHT AND WINDOWS CLOSE AT 11PM,Recorded music,POINT(-73.975907 40.759456),"300 1/2 E 52ND ST, NEW YORK, NY 10022",40.759456,-73.975907
401,1311611,NEW YORK,RW,341,824463,DIG INN 100 WEST 67TH STREET LLC,DIG INN,100 W 67TH ST,,NEW YORK,NY,10023,07/24/2018,06/30/2020,"RESTAURANT SERVING WINE, BEER AND CIDER     ",,Recorded Music,POINT(-73.981496 40.774256),"100 W 67TH ST, NEW YORK, NY 10023",40.774256,-73.981496
402,1205046,NEW YORK,OP,252,899118,CAFFE VETRO INC,EPISTROPHY,200 MOTT ST,KENMARE & SPRING ST,NEW YORK,NY,10012,10/30/2018,11/30/2020,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,Sidewalk Cafe until 11:30P,POINT(-73.995379 40.72119),"200 MOTT ST, NEW YORK, NY 10012",40.72119,-73.995379
403,1108376,NEW YORK,OP,252,892647,GIGINO AT WAGNER PARK LLC,,20 BATTERY PLACE,FIRST PLACE LITTLE WEST STREET,NEW YORK,NY,10004,06/14/2018,06/30/2020,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,,,POINT(-74.018393 40.705232),"20 BATTERY PLACE, NEW YORK, NY 10004",40.705232,-74.018393
404,1265417,NEW YORK,HL,242,899845,BRIDGETON HOTEL MGMT LLC & BRIDGETON F&B MGMT LLC ,THE WALKER HOTEL,52 W 13TH ST,,NEW YORK,NY,10011,11/30/2018,01/31/2021,"HOTEL SERVING BEER, WINE, CIDER AND LIQUOR ","CB 2 APPROVED HRS: LOBBY BAR SUN-THRU 6AM TO 2AM, FRI-SAT 4AM FOR HOTEL GUESTS","NO SIDEWALK CAFE OR BACKYARD GARDEN, BACKGROUND MUSIC AND NON-AMPLIFIED LIVE JAZZ ONLY",POINT(-73.996642 40.736166),"52 W 13TH ST, NEW YORK, NY 10011",40.736166,-73.996642
407,1267915,NEW YORK,OP,252,901126,205 THOMSON STREET LLC,YERBA BUENA CANTINA,205 THOMPSON ST,,NEW YORK,NY,10012,01/23/2019,01/31/2021,"RESTAURANT SERVING BEER, CIDER, WINE, LIQUOR, & CIDER",CB 2 Stip: No Outdoor areas; Hours 12pm - 12am 7 days a week French doors to close by 10pm,Recorded background Music Only  ,POINT(-73.99963 40.728663),"205 THOMPSON ST, NEW YORK, NY 10012",40.728663,-73.99963
414,1278900,NEW YORK,OP,252,892242,TRIKAM NY LLC,INDIKITCH,25 W 23RD ST,,NEW YORK,NY,10010,05/30/2018,06/30/2020,"RESTAURANT SERVING LIQOUR, WINE, BEER, & CIDER",,"RECORDED MUSIC PERMITTED, NO DANCING",POINT(-73.990444 40.742211),"25 W 23RD ST, NEW YORK, NY 10010",40.742211,-73.990444
416,1315018,NEW YORK,OP,252,888548,VALENTINO MILANO UES LLC,IL DIVO,1347 2ND AVE,,NEW YORK,NY,10021,02/22/2019,01/31/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER     ",CB#8 All Windows/Doors close by 10PM Daily,CB#8 Recorded Music. No Live Music. No Sidewalk Cafe without a valid permit,POINT(-73.959188 40.768122),"1347 2ND AVE, NEW YORK, NY 10021",40.768122,-73.959188
420,1309086,NEW YORK,OP,252,888726,RPM UNDERGROUND LLC,RPM UNDERGROUND,244 W 54TH ST,,NEW YORK,NY,10019,04/09/2019,03/31/2021,"BAR/TAVERN SERVING BEER, WINE, LIQUOR & CIDER",Close by 4a (Sun-Mon),Recorded Background Music; Karaoke; Security Personnel,POINT(-73.983498 40.764237),"244 W 54TH ST, NEW YORK, NY 10019",40.764237,-73.983498
421,1301756,NEW YORK,RW,341,839350,JIA NYC INC,,23 ESSEX ST,,NEW YORK,NY,10002,03/25/2019,03/31/2021,RESTAURANT SERVING BEER WINE & CIDER,CB3 Stip: list to be posted next to license; Hrs: M-Sun 11:00AM-12:00PM,Recorded Music,POINT(-73.990063 40.715457),"23 ESSEX ST, NEW YORK, NY 10002",40.715457,-73.990063
423,1315830,NEW YORK,OP,252,888805,FISH REPUBLIC LLC,SAVIDA,139 DUANE ST,,NEW YORK,NY,10013,04/30/2019,03/31/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",,Recorded Music Permitted. No Dancing. No Sidewalk Cafe without a permit. ,POINT(-74.007593 40.716609),"139 DUANE ST, NEW YORK, NY 10013",40.716609,-74.007593
424,1297633,NEW YORK,OP,252,902660,SWEET 36 HOSPITALITY LLC,CLINTON HALL,16 W 36TH ST,,NEW YORK,NY,10018,02/28/2019,02/28/2021,"RESTAURANT SERVING BEER, WINE, LIQUOR & CIDER",,Recorded Background Music Only; 10 Registered Security,POINT(-73.98479 40.749967),"16 W 36TH ST, NEW YORK, NY 10018",40.749967,-73.98479
426,1219676,NEW YORK,OP,252,902123,ORCHARD STREET RESTAURANT LLC & COSMIC DEBRIS LLC,BLUE RIBBON SUSHI IZAKAYABLUE RIBBON KANPAI GARDEN,187 ORCHARD STREET,E HOUSTOH ST & STANTON ST,NEW YORK,NY,10002,02/19/2019,02/28/2021,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,,Includes Room Service,POINT(-73.988501 40.722087),"187 ORCHARD STREET, NEW YORK, NY 10002",40.722087,-73.988501
427,1276097,NEW YORK,OP,252,903528,MAIDENEIRE LLC,MALT HOUSE FINANCIAL DISTRICT,9 11 MAIDEN LN,,NEW YORK,NY,10038,03/14/2019,03/31/2021,"RESTAURANT SERVING BEER, WINE AND LIQUOR CIDER",11am to 2am (Mon-Sun),Recorded Music; DJ; Close all doors by 10pm every night; Registered Security Personnel; ,POINT(-74.009263 40.709602),"9 11 MAIDEN LN, NEW YORK, NY 10038",40.709602,-74.009263
431,1299007,NEW YORK,OP,252,904546,SUPER NORIEGA LLC,BABY BRASA,173 7TH AVENUE SOUTH,,NEW YORK,NY,10014,03/29/2019,03/31/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER, & CIDER","CB2 Stips: Su-Wed 12pm-12am, Th-S 12pm-1am",Recorded Music No Enclosed Sidewalk Cafe W/O Permit,POINT(-74.001234 40.735958),"173 7TH AVENUE SOUTH, NEW YORK, NY 10014",40.735958,-74.001234
435,1298529,NEW YORK,OP,252,899439,DING FENG ENTERPRISE LLC,TRI DIM SHANGHAI,1378 3RD AVE ,,NEW YORK,NY,10075,11/14/2018,12/31/2020,"RESTAURANT SERVING BEER, WINE, CIDER, AND LIQUOR",,Recorded Music,POINT(-73.957927 40.773951),"1378 3RD AVE , NEW YORK, NY 10075",40.773951,-73.957927
438,1283208,NEW YORK,OP,252,903887,165 W 26TH REST LLC,SID GOLD'S REQUEST ROOM,165 W 26TH ST,,NEW YORK,NY,10001,03/26/2019,03/31/2021,BAR/TAVERN SERVING BEER WINE & LIQUOR CIDER,,,POINT(-73.993587 40.745948),"165 W 26TH ST, NEW YORK, NY 10001",40.745948,-73.993587
439,1022443,NEW YORK,CL,243,902397,TIRO A SEGNO OF N Y INC,,73 75 77 MAC DOUGAL ST,,NEW YORK,NY,10012,02/22/2019,02/28/2021,CLUB SERVING BEER WINE AND LIQUOR CIDER,,Members Only- not open to the public,POINT(-74.001785 40.728749),"73 75 77 MAC DOUGAL ST, NEW YORK, NY 10012",40.728749,-74.001785
440,1305069,NEW YORK,AX,122,881949,EAT FRESH DELI INC,ALPHABET DELI & GROCERY ,89-97 AVENUE C,,NEW YORK,NY,10009,09/29/2017,08/31/2020,"GROCERY STORE SELLING BEER, WINE, AND CIDER",,,POINT(-73.741436 40.727082),"89-97 AVENUE C, NEW YORK, NY 10009",40.727082,-73.741436
444,1296794,NEW YORK,OP,252,895131,SAUCE MANAGEMENT LLC,SAUCE,78 84 RIVINGTON ST,,NEW YORK,NY,10002,09/12/2018,10/31/2020,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,CB Stips: 6am-4am Daily Sidewalk Cafe 8am-11pm Daily,CB Stips: No DJs or live music. Happy Hour until 7pm Daily. No unlimited Drinks,POINT(-73.989286 40.720485),"78 84 RIVINGTON ST, NEW YORK, NY 10002",40.720485,-73.989286
445,1297970,NEW YORK,OP,252,899376,JOMELO LLC,SOCARRAT NOLITA,284 MULBERRY ST,NORTH STORE,NEW YORK,NY,10012,11/09/2018,11/30/2020,"RESTAURANT SERVING LIQUOR, CIDER, WINE, BEER & CIDER.","CB2 STIP: SUN-THU 8AM-11PM, FRI-SAT 8AM-11:30PM. NO SIDEWALK CAFE.",NO BOOZY BRUNCH OR ALL YOU CAN EAT/DRINK SPECIALS.,POINT(-73.994926 40.724438),"284 MULBERRY ST, NEW YORK, NY 10012",40.724438,-73.994926
